,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
203,ID_0M86A7W,2010-10-25,2011-06-19,Male,31.0,2010-10-25,1,,,nan,,,Car Classic,1
204,ID_0MG4G6P,2010-01-08,2011-01-07,Male,37.0,2010-01-08,1,Saloon,,Hyundai,,,Car Classic,1
205,ID_0MH3UFI,2010-08-06,2011-08-05,Male,36.0,2010-08-06,1,Saloon,White,TOYOTA,,,Car Classic,0
206,ID_0MHS52N,2010-05-23,2011-05-21,Male,51.0,2010-05-23,1,JEEP,,Ford,Eti-Osa,Eti-Osa,CarSafe,0
207,ID_0MJ9TSG,2010-03-14,2011-03-13,Male,40.0,2010-03-14,1,Saloon,,Honda,,,CarSafe,0
208,ID_0MJUX0Q,2010-04-30,2011-04-29,Male,40.0,2010-04-30,1,Saloon,,Honda,,,CarSafe,0
209,ID_0MKSPPQ,2010-03-04,2011-03-03,Female,43.0,2010-03-04,2,,,Volkswagen,,,Car Classic,0
210,ID_0MM2LNR,2010-02-13,2011-01-13,Male,72.0,2010-02-13,2,,,TOYOTA,Oredo,Benue,Car Classic,0
211,ID_0MRR0OX,2010-04-12,2011-04-11,Male,45.0,2010-04-12,1,Saloon,Black,Honda,,,CarSafe,0
212,ID_0MSQ5JJ,2010-12-13,2011-12-12,Male,33.0,2010-12-13,1,Saloon,,Honda,,,CarSafe,0
213,ID_0N28F78,2010-10-02,2011-10-01,Male,32.0,2010-10-02,1,,,nan,,,CarSafe,0
214,ID_0N2X552,2010-04-15,2011-01-03,Female,33.0,2010-04-15,1,Saloon,Green,Honda,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
215,ID_0N7V9K3,2010-09-24,2011-09-19,Male,52.0,2010-09-24,1,,,nan,ISHERI,Benue,Car Classic,1
216,ID_0NGIBX4,2010-05-16,2011-05-15,Male,42.0,2010-05-16,1,Saloon,,TOYOTA,,,CarSafe,0
217,ID_0NIL8EF,2010-02-08,2011-02-07,Male,42.0,2010-02-08,1,Saloon,,TOYOTA,,,CarSafe,0
218,ID_0NJ07AU,2010-11-07,2011-11-06,Male,49.0,2010-11-07,2,Saloon,,Hyundai,,,CarSafe,0
219,ID_0NXMWEE,2010-02-21,2011-02-20,Male,30.0,2010-02-21,1,Saloon,Silver,TOYOTA,,,Car Classic,1
220,ID_0O545WK,2010-01-02,2011-01-01,Female,82.0,2010-01-02,1,Saloon,,Hyundai,,,CarSafe,0
221,ID_0OBXCP6,2010-03-28,2011-03-27,Male,57.0,2010-03-28,1,JEEP,,Hyundai,,,CarSafe,0
222,ID_0OH05TQ,2010-03-20,2011-03-19,Male,39.0,2010-03-20,1,JEEP,Wine,TOYOTA,Ikeja,Lagos,Car Classic,0
223,ID_0OI8Z57,2010-04-18,2011-04-17,,,2010-04-18,2,,,TOYOTA,Abuja,Abuja,Car Classic,0
224,ID_0P861G4,2010-02-04,2011-02-03,,18.0,2010-02-04,1,,Black,Hyundai,Victoria Island,Lagos,Customized Motor,1
225,ID_0PKTK51,2010-06-29,2011-06-28,Male,69.0,2010-06-29,1,Saloon,,TOYOTA,,,CarSafe,0
226,ID_0PL8HXU,2010-12-24,2011-03-25,Male,41.0,2010-12-24,1,JEEP,Grey,TOYOTA,,,Car Classic,0
227,ID_0POUGIK,2010-09-23,2011-09-22,Male,30.0,2010-09-23,1,,,nan,,,CarSafe,0
228,ID_0PU7TU9,2010-09-18,2011-03-29,Male,,2010-09-18,2,Bus,,TOYOTA,Victoria Island,Lagos,CVTP,0
229,ID_0PV6CEI,2010-01-29,2011-01-28,Female,61.0,2010-01-29,1,JEEP,Black,Ford,,,Car Classic,1
230,ID_0PWTND7,2010-04-17,2011-04-16,,,2010-04-17,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0
231,ID_0Q2HBJK,2010-08-30,2011-08-29,Male,41.0,2010-08-30,1,,,nan,,,CarSafe,0
232,ID_0QEKD0C,2010-06-06,2011-06-05,Male,42.0,2010-06-06,1,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,0
233,ID_0QL0WDA,2010-01-02,2012-01-01,Male,51.0,2010-01-02,2,,,nan,,,Motor Cycle,0
234,ID_0QMIC3O,2010-03-21,2011-03-20,Male,63.0,2010-03-21,1,Saloon,,TOYOTA,,,CarSafe,0
235,ID_0QUKJER,2010-07-05,2010-12-31,,,2010-07-05,4,,,Lexus,Victoria Island,Lagos,Muuve,1
236,ID_0QW3W1U,2010-12-13,2011-12-12,Male,49.0,2010-12-13,1,Saloon,Black,TOYOTA,Ibadan South West,Ibadan-West,Car Classic,0
237,ID_0R1RIW0,2010-06-18,2011-06-13,Male,52.0,2010-06-18,1,Saloon,Blue,TOYOTA,ISHERI,Benue,Car Classic,0
238,ID_0R8HDFR,2010-02-22,2011-02-21,Male,45.0,2010-02-22,2,Saloon,Green,TOYOTA,Festac,Benue,Car Classic,0
239,ID_0RB8SME,2010-09-30,2011-09-29,Male,43.0,2010-09-30,3,,,Nissan,Lagos Island,Lagos,Car Plus,0
240,ID_0RBLV4O,2010-09-13,2011-08-05,Male,44.0,2010-09-13,1,,,Ford,Eti-Osa,Eti-Osa,Customized Motor,0
241,ID_0RD9CCE,2010-11-21,2011-11-20,Male,39.0,2010-11-21,1,Saloon,,TOYOTA,,,CarSafe,0
242,ID_0RGWQ7R,2010-02-05,2011-02-04,Male,40.0,2010-02-05,3,,Grey,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
243,ID_0RMQHQW,2010-08-30,2011-08-29,Male,47.0,2010-08-30,1,,,nan,,,CarSafe,0
244,ID_0RP78NL,2010-05-13,2011-04-10,Female,60.0,2010-05-13,1,Saloon,,TOYOTA,IbadanCentral,Benue,Car Classic,0
245,ID_0RXRAUL,2010-11-28,2011-11-27,Female,56.0,2010-11-28,1,,,nan,,,CarSafe,0
246,ID_0RYVUR0,2010-11-28,2011-03-09,Male,34.0,2010-11-28,1,,,nan,Ipaja,Lagos,Car Classic,0
247,ID_0S4XOMP,2010-11-25,2011-11-24,Male,46.0,2010-11-25,1,JEEP,,TOYOTA,,,Car Classic,0
248,ID_0SAC9AZ,2010-12-12,2011-12-01,Male,39.0,2010-12-12,1,Saloon,Blue,TOYOTA,,,Car Classic,0
249,ID_0SG1R6L,2010-02-15,2011-02-14,Male,40.0,2010-02-15,1,Saloon,,Honda,,,CarSafe,0
250,ID_0SGM7DM,2010-07-05,2011-07-04,Male,40.0,2010-07-05,1,Saloon,,Honda,,,CarSafe,0
251,ID_0SGPQUY,2010-09-16,2011-09-15,Male,72.0,2010-09-16,2,,,nan,Abuja Municipal,Abuja-Municipal,CarSafe,0
252,ID_0SIGHU6,2010-09-17,2011-09-16,Male,50.0,2010-09-17,2,,,nan,Ikeja,Lagos,Car Classic,0
253,ID_0SNXCJ2,2010-08-22,2011-08-21,Female,28.0,2010-08-22,1,,,nan,,,Car Classic,1
254,ID_0SR1AZV,2010-01-18,2011-01-17,Male,40.0,2010-01-18,1,Saloon,,Ford,,,CarSafe,0
255,ID_0SSFMYL,2010-07-24,2011-07-23,Male,61.0,2010-07-24,1,Bus,Wine,TOYOTA,,,Car Classic,1
256,ID_0STS32D,2010-10-29,2011-10-28,Male,67.0,2010-10-29,1,JEEP,Red,Kia,Zaria ,Kaduna,Car Classic,0
257,ID_0T0PQNR,2010-12-05,2011-12-04,Female,40.0,2010-12-05,4,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0
258,ID_0T7ERJ9,2010-04-02,2011-04-01,Female,36.0,2010-04-02,2,Saloon,,Honda,,,CarSafe,0
259,ID_0TB0K22,2010-11-06,2011-06-26,Male,36.0,2010-11-06,1,Saloon,,TOYOTA,,,Car Classic,1
260,ID_0TCB8GJ,2010-10-11,2011-10-10,Female,41.0,2010-10-11,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0
261,ID_0TII4PQ,2010-12-30,2011-03-29,Male,30.0,2010-12-30,1,Saloon,Black,Kia,,,Car Classic,0
262,ID_0TO9PYJ,2010-08-29,2010-12-31,,20.0,2010-08-29,3,,,nan,Lagos,Lagos,Muuve,1
263,ID_0TUBHL1,2010-01-17,2011-01-16,Male,52.0,2010-01-17,1,Saloon,,TOYOTA,,,CarSafe,0
264,ID_0TXAW5G,2010-09-10,2011-09-09,,31.0,2010-09-10,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Plus,0
265,ID_0U0OJ4R,2010-12-24,2011-12-23,Male,40.0,2010-12-24,1,,,nan,,,CarSafe,0
266,ID_0U2TXZ7,2010-01-03,2011-01-02,Male,30.0,2010-01-03,1,Saloon,,Lexus,Esan West,Esan-West,Car Plus,1
267,ID_0U3WLAG,2010-10-25,2011-10-24,Male,27.0,2010-10-25,1,,,nan,,,CarSafe,0
268,ID_0U4LNUQ,2010-10-30,2011-10-29,Male,49.0,2010-10-30,1,Saloon,,TOYOTA,Ibadan South West,Ibadan-West,Car Classic,0
269,ID_0U6YWUD,2010-05-28,2011-05-27,Male,61.0,2010-05-28,2,Saloon,,Kia,Surulere,Lagos,Car Classic,0
270,ID_0U7TIAH,2010-09-03,2011-09-02,Male,40.0,2010-09-03,1,,,nan,,,CarSafe,0
271,ID_0UA461R,2010-12-20,2011-12-19,Male,34.0,2010-12-20,1,,,nan,,,CarSafe,0
272,ID_0UFGFKF,2010-11-06,2011-02-03,Male,45.0,2010-11-06,1,,,nan,Lagos Island,Lagos,Car Classic,0
273,ID_0UGDAB5,2010-01-31,2011-01-30,Male,43.0,2010-01-31,3,,Black,Honda,,,Customized Motor,0
274,ID_0UM7DYC,2010-06-28,2011-03-26,Male,52.0,2010-06-28,1,JEEP,Black,Lexus,Lagos Island,Lagos,Car Classic,0
275,ID_0UM86EF,2010-06-26,2011-06-24,Female,64.0,2010-06-26,3,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Plus,0
276,ID_0UMJ7FD,2010-09-08,2011-09-06,Male,42.0,2010-09-08,1,,,nan,,,Car Classic,0
277,ID_0UNI23V,2010-10-10,2011-08-09,Male,40.0,2010-10-10,1,Saloon,,Honda,Oluyole,Benue,Car Classic,0
278,ID_0UU93OQ,2010-12-09,2011-12-08,Male,48.0,2010-12-09,1,,,nan,Lagos,Lagos,CVTP,0
279,ID_0UVUQ0H,2010-05-23,2011-05-22,Male,49.0,2010-05-23,3,JEEP,Black,Lexus,Lekki,Lagos,Car Classic,0
280,ID_0UY25Z6,2010-05-16,2011-05-15,Female,34.0,2010-05-16,1,Saloon,,TOYOTA,,,CarSafe,0
281,ID_0V08GID,2010-11-08,2011-02-06,Male,32.0,2010-11-08,4,Saloon,Red,TOYOTA,,,Car Classic,1
282,ID_0V42RVF,2010-05-28,2011-05-27,Female,39.0,2010-05-28,1,Bus,,TOYOTA,,,Car Classic,1
283,ID_0V54ZUS,2010-11-20,2011-11-19,Male,56.0,2010-11-20,1,,,nan,,,CarSafe,0
284,ID_0VFMRPN,2010-01-29,2011-01-28,Male,32.0,2010-01-29,1,Saloon,Gold,Mercedes,,,Car Classic,1
285,ID_0VGE0AX,2010-07-08,2011-07-07,Male,49.0,2010-07-08,1,,,BMW,Victoria Island,Lagos,Car Classic,0
286,ID_0VI206Q,2010-01-25,2011-01-24,Male,29.0,2010-01-25,2,Saloon,,Hyundai,,,CarSafe,0
287,ID_0VLC38E,2010-01-14,2011-01-13,Male,40.0,2010-01-14,1,Saloon,,Mercedes,Bwari,Benue,Car Classic,0
288,ID_0VVGXYQ,2010-08-15,2011-08-14,Female,40.0,2010-08-15,1,,,TOYOTA,Obafemi-Owode,Obafemi-Owode,Car Classic,0
289,ID_0VWCD6Q,2010-05-07,2011-05-06,Male,50.0,2010-05-07,1,Saloon,,Ford,Ikeja,Lagos,CarSafe,0
290,ID_0W3PCWB,2010-11-02,2011-11-01,Female,44.0,2010-11-02,1,JEEP,White,TOYOTA,Victoria Island,Lagos,Car Classic,0
291,ID_0W87WW9,2010-02-11,2011-02-10,Male,35.0,2010-02-11,1,Saloon,Silver,TOYOTA,Abeokuta,Ogun,Car Classic,1
292,ID_0WEHW04,2010-09-06,2011-09-05,Male,42.0,2010-09-06,1,,,nan,,,Car Classic,0
293,ID_0WS77PQ,2010-03-06,2011-03-05,Male,49.0,2010-03-06,1,Saloon,,TOYOTA,,,CarSafe,0
294,ID_0WXKWJL,2010-05-17,2011-05-16,Male,46.0,2010-05-17,1,Saloon,Silver,TOYOTA,,,Car Classic,0
295,ID_0WXLOPZ,2010-05-27,2011-05-26,Female,,2010-05-27,3,,Green,TOYOTA,Lekki,Lagos,CVTP,0
296,ID_0X7JTGO,2010-11-04,2011-03-15,Male,46.0,2010-11-04,4,Saloon,Black,Mercedes,Victoria Island,Lagos,Customized Motor,0
297,ID_0X9FT1B,2010-08-02,2011-01-23,Female,41.0,2010-08-02,1,Saloon,Black,TOYOTA,LGA,,Car Classic,0
298,ID_0XFNED2,2010-11-25,2011-11-24,Male,40.0,2010-11-25,1,,,nan,,,CarSafe,0
299,ID_0XM5BHW,2010-09-10,2011-09-09,Male,40.0,2010-09-10,1,,,nan,,,CarSafe,0
300,ID_0XX3E3J,2010-04-10,2011-04-09,Male,,2010-04-10,1,Saloon,,Mitsubishi,,,CarSafe,0
301,ID_0Y7FRB6,2010-05-22,2011-05-21,Female,34.0,2010-05-22,1,JEEP,,Mercedes,Lagos,Lagos,Customized Motor,0
302,ID_0Y7RLXD,2010-11-05,2011-11-04,Male,35.0,2010-11-05,1,JEEP,,TOYOTA,,,CarSafe,0
303,ID_0Y8AKVQ,2010-05-04,2011-05-03,Female,45.0,2010-05-04,1,JEEP,Grey,Lexus,,,Car Classic,1
304,ID_0YNY8IT,2010-01-14,2011-01-13,,40.0,2010-01-14,4,Saloon,Black,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1
305,ID_0YVNPAI,2010-01-01,2010-12-31,Joint Gender,44.0,2010-01-01,1,Saloon,,Honda,Ikeja,Lagos,Car Classic,0
306,ID_0Z2H7L4,2010-08-08,2011-03-16,Male,45.0,2010-08-08,4,JEEP,,TOYOTA,Orile-Iganmu,Orile-Iganmu,Car Classic,0
307,ID_0Z8HNUO,2010-01-06,2011-01-05,Female,52.0,2010-01-06,1,Saloon,,TOYOTA,,,Car Classic,0
308,ID_0ZD8TH2,2010-04-25,2011-04-24,Male,36.0,2010-04-25,2,Saloon,Black,BMW,,,Car Plus,0
309,ID_0ZJ157M,2010-03-12,2011-03-11,Female,49.0,2010-03-12,1,,,Ford,Eti-Osa,Eti-Osa,Car Classic,1
310,ID_0ZLSZ8B,2010-09-03,2011-03-05,Female,47.0,2010-09-03,1,,,nan,,,Car Classic,0
311,ID_106PTHM,2010-08-27,2011-08-26,Male,43.0,2010-08-27,1,,,nan,Egbeda,Benue,Car Classic,0
312,ID_106UX68,2010-05-25,2011-05-24,Male,38.0,2010-05-25,1,Saloon,,Honda,Kosofe,Benue,CarSafe,0
313,ID_10AR7HG,2010-03-30,2011-03-29,Male,39.0,2010-03-30,1,Saloon,,TOYOTA,,,CarSafe,0
314,ID_10DLB7Z,2010-02-20,2011-02-19,Male,36.0,2010-02-20,1,JEEP,,Mercedes,,,CarSafe,0
315,ID_10FJB2M,2010-10-23,2011-10-22,Male,43.0,2010-10-23,2,,,TOYOTA,Victoria Island,Lagos,Car Classic,1
316,ID_10KNNZ0,2010-05-02,2011-05-01,Male,49.0,2010-05-02,1,Saloon,,Volvo,,,CarSafe,0
317,ID_10SVT4O,2010-03-04,2011-03-03,Female,65.0,2010-03-04,1,Saloon,,TOYOTA,,,CarSafe,0
318,ID_10US53F,2010-12-17,2011-12-16,Male,44.0,2010-12-17,1,Saloon,,TOYOTA,,,CarSafe,0
319,ID_10Z394U,2010-07-03,2011-03-02,Female,36.0,2010-07-03,1,JEEP,Silver,ACURA,,,Car Classic,0
320,ID_110V61M,2010-07-05,2011-07-02,Female,40.0,2010-07-05,1,JEEP,,ACURA,Kosofe,Benue,Car Classic,0
321,ID_1143H6E,2010-03-22,2011-03-21,Female,35.0,2010-03-22,1,JEEP,Black,TOYOTA,Shomolu,Benue,Car Classic,0
322,ID_118RLBY,2010-03-29,2011-03-27,Male,35.0,2010-03-29,1,Saloon,Silver,TOYOTA,,,Car Classic,0
323,ID_11AXZ03,2010-05-21,2011-05-20,Female,33.0,2010-05-21,1,Saloon,,TOYOTA,,,Car Classic,0
324,ID_11DOH5Z,2010-04-26,2011-04-25,Male,51.0,2010-04-26,1,Saloon,,Honda,,,CarSafe,0
325,ID_11QQZG9,2010-06-11,2011-06-10,Male,28.0,2010-06-11,1,Saloon,Silver,TOYOTA,Agege,Lagos,Car Classic,1
326,ID_11VGQ53,2010-07-19,2011-01-16,Male,27.0,2010-07-19,1,Saloon,,Honda,,,Car Classic,0
327,ID_11YFLWR,2010-09-18,2011-09-17,Male,49.0,2010-09-18,2,,Black,Lexus,Abuja,Abuja,Car Plus,0
328,ID_11Z226Z,2010-04-30,2011-02-10,Female,30.0,2010-04-30,1,Saloon,Gold,TOYOTA,Ikeja,Lagos,Car Plus,0
329,ID_120TRM5,2010-10-01,2011-09-29,Male,44.0,2010-10-01,1,JEEP,,Hyundai,,,CarSafe,0
330,ID_1258IEU,2010-07-25,2011-07-24,Female,40.0,2010-07-25,1,Saloon,,TOYOTA,,,CarSafe,0
331,ID_12CMV5K,2010-12-13,2011-12-12,Female,78.0,2010-12-13,1,,,nan,,,Car Classic,0
332,ID_12Q01NN,2010-05-06,2011-05-05,Male,58.0,2010-05-06,1,Saloon,,Honda,,,CarSafe,0
333,ID_134PY77,2010-10-18,2011-10-17,Female,34.0,2010-10-18,1,Saloon,Black,TOYOTA,Ido,Benue,Car Classic,1
334,ID_1384A54,2010-11-04,2011-11-02,Male,44.0,2010-11-04,1,,,nan,,,CarSafe,0
335,ID_139VZIE,2010-01-12,2011-01-09,,33.0,2010-01-12,1,Saloon,Black,Honda,Victoria Island,Lagos,Car Classic,0
336,ID_13D8KE6,2010-05-16,2011-05-15,,,2010-05-16,2,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
337,ID_13HMC92,2010-01-25,2011-01-24,Male,,2010-01-25,1,Saloon,,TOYOTA,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0
338,ID_13SJGZZ,2010-10-28,2011-10-26,Male,59.0,2010-10-28,1,,,nan,,,CarSafe,0
339,ID_13UJQCN,2010-01-06,2011-01-05,Male,36.0,2010-01-06,1,Saloon,,Kia,,,CarSafe,0
340,ID_13Y6P9H,2010-06-06,2011-06-04,Male,25.0,2010-06-06,1,Saloon,Silver,Lexus,,,Car Classic,1
341,ID_13ZKZXV,2010-12-18,2011-07-21,Male,,2010-12-18,1,,,Mercedes,Victoria Island,Lagos,Car Plus,1
342,ID_148ZEIV,2010-07-02,2011-07-01,Male,37.0,2010-07-02,1,Saloon,,Mercedes,,,CarSafe,0
343,ID_14CT2J3,2010-09-27,2011-06-13,Male,40.0,2010-09-27,1,Saloon,Green,TOYOTA,Ibadan South West,Ibadan-West,Car Classic,1
344,ID_14FC7Z8,2010-09-10,2011-09-09,Female,33.0,2010-09-10,1,,,nan,,,Car Classic,0
345,ID_14GYPBQ,2010-03-23,2011-03-22,Female,52.0,2010-03-23,3,JEEP,Black,TOYOTA,,,Car Classic,0
346,ID_14K6GCK,2010-04-04,2011-04-03,,61.0,2010-04-04,1,,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
347,ID_14MI11L,2010-10-29,2011-01-28,Male,43.0,2010-10-29,2,,Blue,Mercedes,Lagos,Lagos,Car Classic,0
348,ID_14NB3OG,2010-09-25,2011-03-25,Male,,2010-09-25,1,,Grey,Hummer,Ibadan North,Ibadan-North,Customized Motor,0
349,ID_14TM3RU,2010-10-10,2011-10-09,Female,45.0,2010-10-10,1,Saloon,Red,Kia,,,Car Classic,0
350,ID_14X284U,2010-01-18,2011-01-17,Female,42.0,2010-01-18,1,Saloon,Blue,TOYOTA,Apapa,Lagos,Car Classic,0
351,ID_150XAUY,2010-08-05,2011-08-04,Male,43.0,2010-08-05,2,JEEP,Black,Mitsubishi,Ikeja,Lagos,Car Classic,0
352,ID_15715AW,2010-10-22,2011-10-21,Male,62.0,2010-10-22,1,JEEP,,Lexus,Central,Benue,Car Classic,0
353,ID_159QGM7,2010-04-26,2011-01-01,Male,48.0,2010-04-26,1,JEEP,,Range Rover,Oguta,Imo,Customized Motor,0
354,ID_15DJ74K,2010-04-02,2011-04-01,Male,38.0,2010-04-02,1,Saloon,Gold,Hyundai,Lagos Mainland,Lagos,Car Classic,0
355,ID_15J19NU,2010-08-22,2011-08-21,Male,45.0,2010-08-22,1,,,nan,Lagos Island,Lagos,Car Classic,0
356,ID_15JAFV0,2010-02-12,2011-02-11,Male,,2010-02-12,2,,,Hyundai,Lekki,Lagos,Customized Motor,0
357,ID_15MQYR5,2010-01-31,2011-01-30,Female,36.0,2010-01-31,1,Saloon,Silver,TOYOTA,,,Car Classic,1
358,ID_15OH215,2010-03-21,2011-03-20,Male,36.0,2010-03-21,1,Saloon,Black,Honda,ENUGU EAST,ENUGU-EAST,Car Classic,0
359,ID_15YOM20,2010-12-05,2011-12-04,Male,45.0,2010-12-05,1,,,nan,,,CarSafe,0
360,ID_16D6BP5,2010-05-02,2011-05-01,,,2010-05-02,3,Pick Up,,TOYOTA,Abuja Municipal,Abuja-Municipal,CVTP,0
361,ID_16GQC52,2010-08-14,2011-08-01,,56.0,2010-08-14,1,,,nan,,,Car Classic,0
362,ID_16IHA5N,2010-07-12,2011-07-10,Female,46.0,2010-07-12,1,JEEP,,Mitsubishi,,,CarSafe,0
363,ID_16S4IOQ,2010-04-24,2011-02-18,Male,20.0,2010-04-24,2,JEEP,Black,Ford,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
364,ID_16SABII,2010-09-23,2011-09-22,,81.0,2010-09-23,1,JEEP,Silver,TOYOTA,Apapa,Lagos,Car Classic,0
365,ID_16X0NWN,2010-12-05,2010-12-31,Female,48.0,2010-12-05,2,JEEP,,Range Rover,Victoria Island,Lagos,Customized Motor,0
366,ID_16ZS06J,2010-11-13,2011-11-12,Male,43.0,2010-11-13,2,,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
367,ID_16ZT9EE,2010-05-17,2011-05-16,Male,40.0,2010-05-17,1,Saloon,,TOYOTA,,,CarSafe,0
368,ID_171V8DQ,2010-03-29,2011-03-28,Male,30.0,2010-03-29,1,Saloon,,Hyundai,,,CarSafe,0
369,ID_178C4R5,2010-07-17,2011-07-16,Female,52.0,2010-07-17,1,Saloon,Grey,TOYOTA,,,Car Classic,1
370,ID_17DG12Q,2010-04-24,2011-04-23,Male,60.0,2010-04-24,1,Saloon,,TOYOTA,,,CarSafe,0
371,ID_17FI0DZ,2010-08-05,2011-08-04,Male,30.0,2010-08-05,1,,,nan,,,CarSafe,0
372,ID_17L2UEL,2010-05-25,2011-05-23,Male,41.0,2010-05-25,1,JEEP,,TOYOTA,,,CarSafe,0
373,ID_17L53L6,2010-05-08,2011-05-07,Male,32.0,2010-05-08,1,Truck,Blue,Mack,Victoria Island,Lagos,CVTP,0
374,ID_17UJ98G,2010-05-23,2011-05-22,,30.0,2010-05-23,1,Saloon,,TOYOTA,,,CarSafe,0
375,ID_17Z0VAK,2010-04-26,2011-04-25,Male,40.0,2010-04-26,1,JEEP,Blue,TOYOTA,,,Car Classic,0
376,ID_185X122,2010-11-26,2011-11-25,Male,40.0,2010-11-26,1,,,nan,,,CarSafe,0
377,ID_187AKRK,2010-10-28,2011-10-27,Joint Gender,33.0,2010-10-28,1,JEEP,White,TOYOTA,Victoria Island,Lagos,Car Classic,0
378,ID_18GQL3N,2010-03-22,2011-03-20,Male,29.0,2010-03-22,1,Saloon,,TOYOTA,,,Car Classic,0
379,ID_18GY66Q,2010-05-14,2011-05-13,Female,44.0,2010-05-14,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0
380,ID_18NDG66,2010-05-07,2011-05-06,Male,68.0,2010-05-07,2,,,Mercedes,Ikeja,Lagos,Car Classic,0
381,ID_18Q3GJR,2010-12-24,2011-12-23,Male,45.0,2010-12-24,2,,,nan,Surulere,Lagos,Car Classic,1
382,ID_18YZ6U0,2010-11-15,2011-11-14,Male,36.0,2010-11-15,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0
383,ID_19355UE,2010-03-28,2011-03-27,,,2010-03-28,1,Motorcycle,,,Victoria Island,Lagos,Motor Cycle,0
384,ID_19D9H49,2010-09-28,2011-09-27,Female,40.0,2010-09-28,2,JEEP,Grey,Honda,,,Car Classic,0
385,ID_19HEGD4,2010-12-23,2011-12-22,Male,50.0,2010-12-23,1,,,nan,,,CarSafe,0
386,ID_19NWP3O,2010-09-13,2011-09-12,Male,39.0,2010-09-13,1,,,nan,,,Car Classic,0
387,ID_19PV13X,2010-12-27,2011-12-26,Female,42.0,2010-12-27,1,JEEP,Black,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
388,ID_19QD4WG,2010-10-04,2011-01-03,Male,36.0,2010-10-04,1,Saloon,,Lexus,Jos North,Jos-North,Car Classic,1
389,ID_1A4KKOD,2010-06-28,2011-06-27,Male,40.0,2010-06-28,1,Saloon,,TOYOTA,,,CarSafe,0
390,ID_1AEALON,2010-04-01,2011-03-31,Male,40.0,2010-04-01,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
391,ID_1AGD0F5,2010-01-09,2011-01-08,Male,44.0,2010-01-09,1,JEEP,Black,Mitsubishi,Lekki,Lagos,Car Classic,1
392,ID_1AX60CH,2010-10-10,2011-01-08,Female,35.0,2010-10-10,1,,,Ford,Obia/Akpor,Obia-Akpor,Car Classic,0
393,ID_1AYLTNW,2010-03-13,2011-03-12,Male,60.0,2010-03-13,3,JEEP,Black,Grand Cherokee,,,Customized Motor,0
394,ID_1B4397P,2010-12-24,2011-12-23,Male,33.0,2010-12-24,1,,,nan,,,CarSafe,0
395,ID_1B5227T,2010-10-21,2011-09-16,,20.0,2010-10-21,1,,,nan,Ikoyi,Lagos,CVTP,0
396,ID_1B6Z6XM,2010-12-06,2011-12-05,Male,37.0,2010-12-06,1,Saloon,Green,TOYOTA,Ajah,Lagos,Car Classic,1
397,ID_1B7DUVA,2010-08-21,2011-04-05,Male,36.0,2010-08-21,1,,,nan,,,Car Classic,0
398,ID_1B8HT3N,2010-01-24,2011-01-23,,39.0,2010-01-24,1,Bus,Green,Ford,Victoria Island,Lagos,CVTP,0
399,ID_1B9ARN8,2010-10-22,2011-10-21,Male,69.0,2010-10-22,1,,,nan,,,CarSafe,0
400,ID_1BHWDTY,2010-04-09,2011-04-08,Female,40.0,2010-04-09,1,JEEP,White,TOYOTA,GBAGADA,Benue,Car Classic,0
401,ID_1BJ5TY2,2010-11-14,2011-11-13,Male,36.0,2010-11-14,1,Saloon,Grey,Honda,Ketu,Lagos,Car Classic,1
402,ID_1BL3JVR,2010-05-22,2011-05-21,Female,34.0,2010-05-22,1,JEEP,,Porsche,Lagos,Lagos,Customized Motor,0
403,ID_1BSUBQE,2010-01-11,2011-01-10,Male,43.0,2010-01-11,3,Saloon,Green,Ford,Ondo West,Ondo-West,Car Classic,0
404,ID_1BTE1WF,2010-04-12,2011-04-11,Male,40.0,2010-04-12,2,JEEP,Black,Honda,Lagos Island,Lagos,Car Classic,0
405,ID_1BTPW2R,2010-10-01,2011-09-30,Joint Gender,56.0,2010-10-01,2,Saloon,,TOYOTA,,,CarSafe,0
406,ID_1BVJW3K,2010-09-27,2011-09-26,Male,60.0,2010-09-27,3,,,nan,Obia/Akpor,Obia-Akpor,CVTP,0
