,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Make,ProductName,target
378,ID_18GQL3N,2010-03-22,2011-03-20,Male,29.0,2010-03-22,1,Saloon,TOYOTA,Car Classic,0
379,ID_18GY66Q,2010-05-14,2011-05-13,Female,44.0,2010-05-14,1,Saloon,TOYOTA,Car Classic,0
382,ID_18YZ6U0,2010-11-15,2011-11-14,Male,36.0,2010-11-15,1,Saloon,TOYOTA,Car Classic,0
384,ID_19D9H49,2010-09-28,2011-09-27,Female,40.0,2010-09-28,2,JEEP,Honda,Car Classic,0
387,ID_19PV13X,2010-12-27,2011-12-26,Female,42.0,2010-12-27,1,JEEP,TOYOTA,Car Classic,0
388,ID_19QD4WG,2010-10-04,2011-01-03,Male,36.0,2010-10-04,1,Saloon,Lexus,Car Classic,1
389,ID_1A4KKOD,2010-06-28,2011-06-27,Male,40.0,2010-06-28,1,Saloon,TOYOTA,CarSafe,0
390,ID_1AEALON,2010-04-01,2011-03-31,Male,40.0,2010-04-01,1,Saloon,TOYOTA,Car Classic,0
391,ID_1AGD0F5,2010-01-09,2011-01-08,Male,44.0,2010-01-09,1,JEEP,Mitsubishi,Car Classic,1
393,ID_1AYLTNW,2010-03-13,2011-03-12,Male,60.0,2010-03-13,3,JEEP,Grand Cherokee,Customized Motor,0
396,ID_1B6Z6XM,2010-12-06,2011-12-05,Male,37.0,2010-12-06,1,Saloon,TOYOTA,Car Classic,1
400,ID_1BHWDTY,2010-04-09,2011-04-08,Female,40.0,2010-04-09,1,JEEP,TOYOTA,Car Classic,0
401,ID_1BJ5TY2,2010-11-14,2011-11-13,Male,36.0,2010-11-14,1,Saloon,Honda,Car Classic,1
402,ID_1BL3JVR,2010-05-22,2011-05-21,Female,34.0,2010-05-22,1,JEEP,Porsche,Customized Motor,0
403,ID_1BSUBQE,2010-01-11,2011-01-10,Male,43.0,2010-01-11,3,Saloon,Ford,Car Classic,0
404,ID_1BTE1WF,2010-04-12,2011-04-11,Male,40.0,2010-04-12,2,JEEP,Honda,Car Classic,0
405,ID_1BTPW2R,2010-10-01,2011-09-30,Joint Gender,56.0,2010-10-01,2,Saloon,TOYOTA,CarSafe,0
407,ID_1C6719S,2010-04-29,2011-04-28,Male,54.0,2010-04-29,2,Bus,TOYOTA,Customized Motor,1
409,ID_1C93XVW,2010-06-17,2011-06-16,Male,40.0,2010-06-17,1,Saloon,TOYOTA,Customized Motor,0
410,ID_1CDI8QM,2010-01-21,2011-01-20,Male,65.0,2010-01-21,4,Saloon,Peugeot,Car Classic,0
411,ID_1CFQA1M,2010-01-31,2011-01-30,Male,49.0,2010-01-31,1,Saloon,TOYOTA,CarSafe,0
413,ID_1CMZQIT,2010-02-26,2011-02-25,Male,44.0,2010-02-26,1,Saloon,TOYOTA,Car Classic,1
414,ID_1COUM0B,2010-01-08,2011-01-07,Male,45.0,2010-01-08,1,Saloon,Honda,Car Classic,0
415,ID_1CWOBX4,2010-07-04,2011-07-03,Male,48.0,2010-07-04,1,Saloon,Peugeot,Car Plus,1
416,ID_1CZXZ0W,2010-03-27,2011-03-26,Male,50.0,2010-03-27,1,Saloon,Kia,CarSafe,0
418,ID_1D5LCZF,2010-09-16,2011-09-15,Male,52.0,2010-09-16,1,JEEP,TOYOTA,Car Classic,0
419,ID_1DBMV3X,2010-07-24,2011-07-23,Male,41.0,2010-07-24,1,Saloon,TOYOTA,CarSafe,0
420,ID_1DHMAC1,2010-06-11,2011-06-10,Male,28.0,2010-06-11,1,Saloon,TOYOTA,Car Classic,0
421,ID_1DL6D99,2010-04-12,2011-04-11,Female,31.0,2010-04-12,1,Saloon,Lexus,Car Classic,0
423,ID_1DNYS5G,2010-05-07,2011-03-09,Male,35.0,2010-05-07,1,JEEP,TOYOTA,Car Classic,0
424,ID_1DODO0F,2010-06-20,2011-06-19,Male,41.0,2010-06-20,1,JEEP,Honda,Car Classic,0
425,ID_1DSIC2W,2010-10-12,2011-01-12,Male,29.0,2010-10-12,1,JEEP,TOYOTA,CarFlex,1
426,ID_1E1QV0K,2010-03-29,2011-03-28,Male,20.0,2010-03-29,1,Saloon,Volkswagen,CarSafe,0
431,ID_1EL08Q3,2010-04-26,2011-01-01,Male,48.0,2010-04-26,1,JEEP,Land Rover,Customized Motor,0
432,ID_1EOHPSF,2010-06-17,2011-06-16,Male,39.0,2010-06-17,1,Truck,Iveco,CVTP,1
433,ID_1EPDMGM,2010-09-18,2011-09-17,Male,48.0,2010-09-18,2,Saloon,TOYOTA,Car Classic,1
435,ID_1F3Y9PC,2010-02-12,2011-02-11,Male,35.0,2010-02-12,1,Saloon,TOYOTA,CarSafe,0
436,ID_1F5DBGC,2010-02-14,2011-02-13,Female,76.0,2010-02-14,1,Saloon,Lexus,Car Classic,1
437,ID_1FA0PNH,2010-01-28,2011-01-27,Male,36.0,2010-01-28,2,Saloon,TOYOTA,Car Classic,0
438,ID_1FDWX3U,2010-06-24,2011-03-25,Male,29.0,2010-06-24,1,Saloon,Honda,Car Classic,0
439,ID_1FFKVE5,2010-02-11,2011-02-10,Male,40.0,2010-02-11,1,Saloon,TOYOTA,CarSafe,0
440,ID_1FGUCKI,2010-01-17,2011-01-16,Female,41.0,2010-01-17,1,Saloon,Honda,CarSafe,0
441,ID_1FIQZ5S,2010-05-21,2011-05-20,Male,41.0,2010-05-21,1,JEEP,Lexus,Car Classic,0
442,ID_1FQ0WH8,2010-10-05,2011-10-04,Female,34.0,2010-10-05,1,Bus,TOYOTA,Car Classic,0
444,ID_1G3DEYA,2010-02-26,2011-02-25,Male,44.0,2010-02-26,1,Saloon,TOYOTA,Car Classic,1
445,ID_1G7G96S,2010-07-04,2011-07-03,Male,34.0,2010-07-04,2,Saloon,TOYOTA,Car Classic,1
450,ID_1GNW6SG,2010-05-14,2011-05-13,Female,40.0,2010-05-14,2,Saloon,Honda,CarSafe,0
452,ID_1GU7HBN,2010-05-09,2011-05-08,Female,34.0,2010-05-09,1,JEEP,Nissan,Car Classic,0
453,ID_1H0QFRZ,2010-03-19,2011-03-17,Female,33.0,2010-03-19,2,Saloon,TOYOTA,CarSafe,0
456,ID_1HFY09A,2010-06-12,2011-06-11,Male,32.0,2010-06-12,1,Saloon,TOYOTA,Car Classic,0
457,ID_1HH0HZD,2010-01-23,2011-01-22,Male,46.0,2010-01-23,1,Saloon,Nissan,CarSafe,0
458,ID_1HKYLSG,2010-07-17,2011-07-16,Male,31.0,2010-07-17,1,Saloon,TOYOTA,Car Classic,1
460,ID_1I96PE5,2010-04-01,2011-03-31,Male,43.0,2010-04-01,1,JEEP,TOYOTA,Car Classic,0
461,ID_1IB1KVR,2010-08-08,2011-02-06,Male,40.0,2010-08-08,1,Bus,TOYOTA,Car Classic,0
462,ID_1IEJMXT,2010-05-31,2011-05-29,Male,42.0,2010-05-31,1,JEEP,Lexus,Car Classic,0
463,ID_1IEJVA0,2010-07-04,2011-07-03,Male,30.0,2010-07-04,1,Saloon,Lexus,Car Classic,0
464,ID_1IJCAIP,2010-10-16,2011-10-15,Female,68.0,2010-10-16,1,Saloon,Mitsubishi,CarSafe,0
467,ID_1J0G2LA,2010-05-06,2011-05-05,Female,32.0,2010-05-06,1,Saloon,TOYOTA,Car Classic,0
469,ID_1J9II7G,2010-08-30,2011-08-29,Female,44.0,2010-08-30,1,JEEP,TOYOTA,Car Classic,1
470,ID_1JBQ9IU,2010-04-12,2011-04-11,Male,40.0,2010-04-12,1,Saloon,TOYOTA,CarSafe,0
471,ID_1JFT2C1,2010-02-20,2011-02-19,Male,54.0,2010-02-20,1,Saloon,TOYOTA,CarSafe,0
472,ID_1JGHYT3,2010-03-07,2011-03-06,Male,45.0,2010-03-07,1,Saloon,Hyundai,Car Classic,0
474,ID_1JL7FO6,2010-11-20,2011-11-19,Female,70.0,2010-11-20,2,Saloon,Hyundai,Car Classic,0
476,ID_1JNAIXM,2010-10-31,2011-10-30,Male,41.0,2010-10-31,1,Saloon,Honda,Car Classic,0
477,ID_1JQTXUW,2010-08-16,2011-08-15,Male,24.0,2010-08-16,2,Saloon,TOYOTA,Car Classic,0
478,ID_1JRMQSP,2010-02-26,2011-02-25,Male,38.0,2010-02-26,1,Saloon,Volkswagen,Car Plus,0
479,ID_1JZ19QZ,2010-05-21,2011-05-20,Male,62.0,2010-05-21,1,JEEP,Lexus,Car Classic,0
480,ID_1JZOTCB,2010-03-15,2011-03-14,Male,50.0,2010-03-15,1,Saloon,TOYOTA,CarSafe,0
486,ID_1KIUOY9,2010-04-15,2011-04-13,Female,36.0,2010-04-15,1,JEEP,TOYOTA,Car Classic,0
487,ID_1KTLFHR,2010-01-10,2011-01-09,Female,43.0,2010-01-10,1,Saloon,Kia,Car Classic,0
488,ID_1KYNX3Y,2010-06-04,2011-06-03,Female,39.0,2010-06-04,1,JEEP,ACURA,CarSafe,0
490,ID_1L48QQ5,2010-05-08,2011-05-07,Male,43.0,2010-05-08,1,Saloon,Hyundai,Car Classic,0
493,ID_1LIIX2T,2010-10-25,2011-01-24,Male,44.0,2010-10-25,1,JEEP,Ford,Car Classic,0
495,ID_1LQYVZV,2010-03-18,2011-03-17,Female,34.0,2010-03-18,1,Saloon,Hyundai,Car Plus,1
496,ID_1LSSBFI,2010-01-21,2011-01-20,Male,49.0,2010-01-21,1,Saloon,TOYOTA,CarSafe,0
498,ID_1LV1U3E,2010-12-28,2011-07-21,Male,53.0,2010-12-28,1,Saloon,TOYOTA,Car Classic,0
499,ID_1LV9SZL,2010-07-08,2011-07-07,Female,35.0,2010-07-08,1,Saloon,Lexus,CarSafe,0
500,ID_1LXD5W8,2010-01-06,2011-01-05,Female,61.0,2010-01-06,1,JEEP,Ford,Car Classic,0
502,ID_1M2240M,2010-07-03,2011-07-02,Male,20.0,2010-07-03,5,Saloon,Mercedes,Car Classic,0
503,ID_1M3EQD8,2010-02-13,2011-02-12,Male,50.0,2010-02-13,1,Saloon,TOYOTA,CarSafe,0
504,ID_1M690M1,2010-08-13,2011-02-10,Female,35.0,2010-08-13,2,JEEP,TOYOTA,Car Classic,0
508,ID_1MGULWD,2010-02-13,2011-02-12,Male,40.0,2010-02-13,1,Saloon,Kia,CarSafe,0
509,ID_1MIDZ0K,2010-09-03,2011-09-02,Male,42.0,2010-09-03,1,JEEP,Ford,Car Classic,0
511,ID_1MRFOU8,2010-05-24,2011-05-23,Male,42.0,2010-05-24,1,JEEP,TOYOTA,Car Classic,0
514,ID_1N3IKRL,2010-11-11,2011-11-10,Male,52.0,2010-11-11,1,Saloon,TOYOTA,CarSafe,0
516,ID_1NB89Q5,2010-02-23,2011-01-22,Female,39.0,2010-02-23,1,Saloon,TOYOTA,Car Classic,0
517,ID_1NDD9UN,2010-03-29,2011-03-28,Male,36.0,2010-03-29,1,Saloon,TOYOTA,Car Classic,0
518,ID_1NDVDIP,2010-04-11,2011-04-10,Female,37.0,2010-04-11,1,Saloon,Honda,Car Classic,0
519,ID_1NEBCEH,2010-11-18,2011-11-17,Male,46.0,2010-11-18,1,Saloon,Honda,CarFlex,0
520,ID_1NJUN7A,2010-11-29,2011-11-28,Female,52.0,2010-11-29,1,JEEP,Hyundai,Car Classic,0
521,ID_1NN4SOJ,2010-02-27,2011-02-26,Female,42.0,2010-02-27,1,Saloon,TOYOTA,CarSafe,0
522,ID_1NXFIVB,2010-01-24,2011-01-23,Female,32.0,2010-01-24,1,Saloon,TOYOTA,CarSafe,0
524,ID_1NZA8LE,2010-03-07,2011-03-06,Male,35.0,2010-03-07,1,Saloon,Honda,Car Classic,0
525,ID_1NZZEZS,2010-01-24,2010-12-31,Female,52.0,2010-01-24,2,JEEP,Lexus,Car Classic,0
527,ID_1O41TGY,2010-09-11,2011-09-10,Male,34.0,2010-09-11,1,Saloon,TOYOTA,Car Classic,1
530,ID_1OHL7WC,2010-05-30,2011-05-28,Female,44.0,2010-05-30,1,JEEP,TOYOTA,Car Classic,0
531,ID_1OHTCDG,2010-10-02,2011-04-01,Male,38.0,2010-10-02,2,Saloon,TOYOTA,Car Classic,0
532,ID_1OR3NCH,2010-04-03,2011-04-01,Male,41.0,2010-04-03,1,JEEP,Lexus,Car Plus,0
534,ID_1OVST5Q,2010-03-18,2011-03-17,Male,66.0,2010-03-18,1,JEEP,TOYOTA,Car Classic,0
535,ID_1P275L5,2010-01-10,2011-01-09,Male,43.0,2010-01-10,1,Saloon,TOYOTA,Car Classic,1
537,ID_1P6QRRB,2010-01-10,2011-01-09,Female,43.0,2010-01-10,1,Saloon,Kia,Car Classic,1
538,ID_1PCPUTF,2010-02-02,2011-02-01,Male,50.0,2010-02-02,1,Saloon,Lexus,CarSafe,0
539,ID_1PDNURM,2010-05-22,2011-05-21,Male,28.0,2010-05-22,1,Saloon,TOYOTA,Car Classic,0
540,ID_1PFS7CD,2010-04-18,2011-04-17,Male,51.0,2010-04-18,1,Saloon,Hyundai,CarSafe,0
543,ID_1PVGHW0,2010-03-01,2011-02-28,Male,55.0,2010-03-01,1,Saloon,TOYOTA,Car Plus,0
544,ID_1PVQTBH,2010-01-29,2011-01-28,Male,41.0,2010-01-29,1,Saloon,Honda,CarSafe,0
546,ID_1PZ90EM,2010-07-30,2011-07-29,Male,50.0,2010-07-30,2,Saloon,TOYOTA,Car Classic,0
548,ID_1Q8PQFC,2010-08-16,2011-08-15,Male,24.0,2010-08-16,2,Saloon,TOYOTA,Car Classic,1
553,ID_1QJSO86,2010-03-12,2011-03-11,Female,38.0,2010-03-12,1,JEEP,Hyundai,Car Classic,0
556,ID_1QR4SVV,2010-02-09,2011-02-08,Female,43.0,2010-02-09,1,Saloon,Kia,Car Classic,0
557,ID_1QTCJ0C,2010-05-17,2011-05-16,Female,32.0,2010-05-17,1,Saloon,TOYOTA,Car Classic,0
558,ID_1R2ROLL,2010-02-05,2011-01-13,Male,37.0,2010-02-05,1,Saloon,TOYOTA,Car Classic,1
559,ID_1RAC7L7,2010-07-24,2011-07-23,Female,32.0,2010-07-24,3,Saloon,TOYOTA,Car Classic,1
560,ID_1RB4WHU,2010-07-17,2011-07-16,Male,53.0,2010-07-17,1,Saloon,TOYOTA,CarSafe,0
562,ID_1RJ6SJF,2010-05-27,2011-05-26,Male,37.0,2010-05-27,1,Saloon,Volkswagen,CarSafe,0
563,ID_1RK81R3,2010-08-01,2011-07-31,Male,40.0,2010-08-01,1,Saloon,TOYOTA,CarSafe,0
564,ID_1RMX2RD,2010-02-14,2011-02-13,Female,33.0,2010-02-14,1,Saloon,Honda,CarSafe,0
565,ID_1RTP13E,2010-01-28,2011-01-27,Male,41.0,2010-01-28,1,Saloon,TOYOTA,CarSafe,0
567,ID_1S1FDMV,2010-07-10,2011-07-09,Female,41.0,2010-07-10,1,Saloon,Mazda,CarSafe,0
568,ID_1S28LSA,2010-08-01,2011-07-31,Male,30.0,2010-08-01,1,Saloon,Honda,Car Classic,0
569,ID_1S4YCLV,2010-04-26,2011-04-22,Male,41.0,2010-04-26,1,JEEP,Mercedes,Car Classic,0
572,ID_1STIQ3X,2010-05-02,2011-05-01,Male,47.0,2010-05-02,1,Saloon,TOYOTA,Car Classic,0
577,ID_1TOYZA0,2010-04-25,2011-04-12,Male,33.0,2010-04-25,1,Saloon,TOYOTA,Car Classic,0
578,ID_1TS8S86,2010-05-17,2011-05-16,Male,38.0,2010-05-17,1,JEEP,Lexus,Car Classic,0
579,ID_1TSIW3H,2010-05-09,2011-05-08,Male,44.0,2010-05-09,2,Saloon,TOYOTA,Car Classic,1
581,ID_1U4820X,2010-06-14,2011-06-13,Male,43.0,2010-06-14,2,JEEP,Mitsubishi,Car Classic,0
583,ID_1U77AQW,2010-03-15,2011-03-14,Male,39.0,2010-03-15,1,Saloon,TOYOTA,Car Classic,0
586,ID_1UCYDEA,2010-02-06,2011-02-05,Female,41.0,2010-02-06,1,Saloon,Mitsubishi,CarSafe,0
587,ID_1USOPRM,2010-12-20,2011-12-19,Male,63.0,2010-12-20,1,JEEP,Nissan,Car Classic,0
588,ID_1UUT46P,2010-06-27,2011-06-26,Male,34.0,2010-06-27,1,Saloon,TOYOTA,Car Classic,0
591,ID_1VJM18R,2010-03-25,2011-03-24,Male,41.0,2010-03-25,3,Saloon,Volkswagen,Car Classic,0
592,ID_1VM7591,2010-11-12,2011-11-10,Female,20.0,2010-11-12,3,JEEP,Ford,Car Classic,0
594,ID_1VPJG6C,2010-09-16,2011-03-17,Male,50.0,2010-09-16,2,Saloon,TOYOTA,Car Classic,0
599,ID_1W54POM,2010-03-22,2011-03-21,Male,48.0,2010-03-22,1,Saloon,Honda,CarSafe,0
601,ID_1WECVV8,2010-02-27,2011-02-26,Female,39.0,2010-02-27,1,Saloon,TOYOTA,Car Classic,0
602,ID_1WNJ0W7,2010-10-08,2011-02-24,Male,51.0,2010-10-08,4,Saloon,Honda,Customized Motor,0
603,ID_1WOSE2V,2010-01-30,2011-01-29,Female,36.0,2010-01-30,1,Saloon,TOYOTA,CarSafe,0
604,ID_1WP8205,2010-03-28,2011-03-25,Female,44.0,2010-03-28,1,Saloon,Nissan,Car Classic,1
605,ID_1WPK52R,2010-12-19,2011-11-30,Male,44.0,2010-12-19,1,Saloon,TOYOTA,Car Classic,0
606,ID_1WQCILU,2010-01-08,2011-01-07,Female,42.0,2010-01-08,2,Saloon,Honda,Car Classic,0
607,ID_1WRRVHH,2010-05-23,2011-05-22,Male,34.0,2010-05-23,3,Saloon,TOYOTA,Car Classic,1
610,ID_1WW48MU,2010-02-21,2011-02-20,Male,38.0,2010-02-21,1,Saloon,TOYOTA,CarSafe,0
612,ID_1WZRBH7,2010-08-29,2011-08-28,Male,35.0,2010-08-29,1,Saloon,Lexus,Car Plus,0
613,ID_1X0ZXMR,2010-05-23,2011-05-22,Female,30.0,2010-05-23,1,Saloon,Kia,Car Plus,0
614,ID_1XCL75X,2010-11-13,2011-11-12,Male,66.0,2010-11-13,2,Saloon,TOYOTA,CarSafe,0
615,ID_1XJWN0I,2010-04-09,2011-04-08,Female,38.0,2010-04-09,1,Saloon,Kia,CarSafe,0
616,ID_1XKMAZ8,2010-12-06,2011-12-05,Male,50.0,2010-12-06,1,Saloon,Nissan,CarSafe,0
617,ID_1Y42YZB,2010-11-18,2011-11-17,Male,33.0,2010-11-18,1,Saloon,TOYOTA,Car Classic,0
620,ID_1YBDW92,2010-07-16,2011-07-15,Male,29.0,2010-07-16,1,JEEP,TOYOTA,Car Classic,0
624,ID_1YP5ZR7,2010-04-10,2011-04-09,Male,37.0,2010-04-10,1,JEEP,Honda,CarSafe,0
628,ID_1YVYDZR,2010-07-17,2011-07-16,Female,46.0,2010-07-17,2,Saloon,Honda,Car Classic,0
629,ID_1YY52QG,2010-05-02,2011-01-26,Female,36.0,2010-05-02,1,JEEP,Mercedes,Car Classic,0
630,ID_1Z9E2YP,2010-10-21,2011-10-19,Female,38.0,2010-10-21,1,Saloon,TOYOTA,Car Classic,1
631,ID_1ZBH12O,2010-03-09,2011-03-08,Male,50.0,2010-03-09,1,Saloon,Nissan,CarSafe,0
632,ID_1ZCHF0O,2010-05-06,2011-05-05,Male,60.0,2010-05-06,1,Saloon,Kia,CarSafe,0
634,ID_1ZM6AAT,2010-10-05,2011-10-04,Female,41.0,2010-10-05,2,Saloon,TOYOTA,Car Classic,0
637,ID_1ZVEHPG,2010-05-16,2011-05-15,Female,37.0,2010-05-16,2,Saloon,TOYOTA,Car Classic,0
641,ID_20D6UZN,2010-07-25,2011-07-21,Male,30.0,2010-07-25,1,Saloon,TOYOTA,Car Classic,0
642,ID_20GFWO2,2010-01-01,2010-12-31,Joint Gender,44.0,2010-01-01,1,Saloon,Honda,Car Classic,0
644,ID_20TDP9Q,2010-02-28,2011-02-27,Male,58.0,2010-02-28,1,JEEP,Volkswagen,Car Classic,0
645,ID_20Z3126,2010-06-25,2011-06-24,Male,61.0,2010-06-25,1,Saloon,Mitsubishi,CarSafe,0
647,ID_213L20T,2010-01-09,2011-01-08,Male,50.0,2010-01-09,1,Saloon,Hyundai,CarSafe,0
650,ID_21ANRC4,2010-07-23,2011-07-22,Male,58.0,2010-07-23,1,JEEP,TOYOTA,Car Classic,0
651,ID_21D1IFT,2010-11-20,2011-11-19,Female,31.0,2010-11-20,1,Saloon,Kia,Car Classic,0
653,ID_21J5SIS,2010-05-10,2011-05-09,Male,56.0,2010-05-10,1,Saloon,TOYOTA,CarSafe,0
654,ID_21MB4SW,2010-01-30,2011-01-29,Male,30.0,2010-01-30,1,Saloon,TOYOTA,Car Classic,1
655,ID_21MVAUR,2010-03-27,2011-03-26,Male,36.0,2010-03-27,1,Saloon,TOYOTA,CarSafe,0
656,ID_21NF3KX,2010-01-07,2011-01-06,Female,32.0,2010-01-07,1,Saloon,TOYOTA,Car Classic,0
659,ID_21VW6BV,2010-12-29,2011-12-28,Male,48.0,2010-12-29,1,JEEP,TOYOTA,Customized Motor,0
660,ID_220CUVZ,2010-07-26,2011-07-25,Male,65.0,2010-07-26,1,Saloon,TOYOTA,Car Classic,0
661,ID_220S94T,2010-04-12,2011-04-12,Male,45.0,2010-04-12,1,Saloon,Honda,CarFlex,1
663,ID_221X2T3,2010-08-28,2011-08-27,Female,38.0,2010-08-28,1,Saloon,TOYOTA,Car Classic,0
665,ID_227P0O1,2010-05-24,2011-05-23,Male,36.0,2010-05-24,2,Saloon,Honda,Car Plus,0
666,ID_2282GBA,2010-08-21,2011-02-19,Female,37.0,2010-08-21,1,Saloon,TOYOTA,Car Plus,0
672,ID_22O3EKD,2010-08-07,2011-08-06,Male,34.0,2010-08-07,1,Saloon,BMW,Car Classic,1
673,ID_22OTNSM,2010-07-30,2011-07-29,Joint Gender,38.0,2010-07-30,1,Saloon,TOYOTA,Car Classic,1
674,ID_230107Q,2010-11-21,2011-11-20,Male,40.0,2010-11-21,1,Saloon,Honda,CarSafe,0
675,ID_230HBPV,2010-03-15,2011-03-14,Female,31.0,2010-03-15,1,Saloon,TOYOTA,CarSafe,0
677,ID_23FKMWA,2010-07-10,2011-07-08,Male,41.0,2010-07-10,1,Saloon,Volvo,CarSafe,0
678,ID_23MRYXW,2010-06-07,2011-06-06,Female,45.0,2010-06-07,1,Saloon,TOYOTA,CarSafe,0
680,ID_23Q910Q,2010-05-31,2011-05-30,Male,45.0,2010-05-31,1,Saloon,TOYOTA,CarSafe,0
681,ID_23X554C,2010-12-20,2011-12-19,Male,40.0,2010-12-20,1,JEEP,Mercedes,Car Classic,0
682,ID_245SX2H,2010-04-25,2011-04-24,Female,36.0,2010-04-25,1,Saloon,Honda,CarSafe,0
683,ID_2473BZA,2010-07-03,2011-07-02,Male,30.0,2010-07-03,1,Saloon,Mercedes,CarSafe,0
685,ID_2484F7U,2010-10-19,2041-04-18,Male,36.0,2010-10-19,1,Saloon,TOYOTA,CarFlex,0
686,ID_2496Y9X,2010-07-04,2011-07-03,Male,56.0,2010-07-04,1,JEEP,Jeep,Car Classic,0
687,ID_24BNDUP,2010-07-12,2011-07-11,Male,35.0,2010-07-12,1,Saloon,TOYOTA,Car Classic,0
688,ID_24L7FGF,2010-12-19,2011-06-18,Joint Gender,33.0,2010-12-19,1,Saloon,TOYOTA,Car Classic,1
689,ID_24LKIDN,2010-03-21,2011-03-20,Male,42.0,2010-03-21,2,JEEP,Lexus,Car Classic,1
690,ID_24NYVKG,2010-05-27,2011-05-26,Female,45.0,2010-05-27,1,JEEP,Kia,Car Classic,0
692,ID_24U6XP5,2010-01-09,2011-01-08,Male,50.0,2010-01-09,1,Saloon,TOYOTA,CarSafe,0
695,ID_2529E17,2010-03-15,2011-03-14,Female,39.0,2010-03-15,1,JEEP,Lexus,Car Classic,0
697,ID_259XHKT,2010-05-30,2011-05-29,Male,57.0,2010-05-30,1,JEEP,Ford,Car Classic,0
698,ID_25C7X3A,2010-11-19,2011-11-18,Female,51.0,2010-11-19,2,JEEP,Lexus,Car Classic,0
699,ID_25CHSGU,2010-01-08,2011-01-07,Female,42.0,2010-01-08,1,JEEP,Honda,Car Classic,0
701,ID_25TO8OX,2010-02-28,2011-02-27,Female,29.0,2010-02-28,1,Saloon,TOYOTA,Car Classic,0
702,ID_25TUDUF,2010-06-18,2011-06-17,Male,42.0,2010-06-18,1,Saloon,TOYOTA,Car Classic,1
704,ID_268YYWJ,2010-10-14,2011-04-25,Male,40.0,2010-10-14,1,JEEP,Lexus,Car Classic,0
706,ID_26J60IE,2010-09-17,2011-09-16,Male,38.0,2010-09-17,1,Saloon,TOYOTA,Car Classic,0
707,ID_26L5VPV,2010-05-16,2011-05-15,Male,33.0,2010-05-16,1,Saloon,Mercedes,CarSafe,0
708,ID_26RG0RP,2010-02-10,2011-02-09,Joint Gender,20.0,2010-02-10,1,Saloon,TOYOTA,Car Classic,0
709,ID_26SZHKE,2010-06-23,2011-06-22,Female,37.0,2010-06-23,1,Saloon,TOYOTA,Car Classic,0
710,ID_26UFQRI,2010-04-03,2011-04-02,Male,54.0,2010-04-03,1,Pick Up,TOYOTA,Car Classic,0
711,ID_270JJLL,2010-02-06,2011-02-05,Male,47.0,2010-02-06,1,Saloon,TOYOTA,Car Classic,0
713,ID_274J32T,2010-07-03,2011-04-07,Male,43.0,2010-07-03,1,JEEP,Mercedes,Car Classic,0
714,ID_275IHVT,2010-07-30,2011-07-29,Male,40.0,2010-07-30,1,Saloon,Pontiac,CarSafe,0
715,ID_275YYCT,2010-05-28,2011-05-27,Female,34.0,2010-05-28,1,Saloon,TOYOTA,CarSafe,0
717,ID_27HBJHL,2010-02-07,2011-02-06,Female,42.0,2010-02-07,1,Saloon,TOYOTA,Car Plus,1
718,ID_27HH31D,2010-07-31,2011-07-30,Male,31.0,2010-07-31,1,Saloon,Honda,Car Classic,1
720,ID_27INN50,2010-04-04,2011-04-03,Male,50.0,2010-04-04,1,Saloon,TOYOTA,CarSafe,0
721,ID_27N59W9,2010-05-08,2011-05-07,Female,39.0,2010-05-08,1,Saloon,TOYOTA,Car Classic,0
722,ID_27SJAPW,2010-07-05,2011-07-04,Male,57.0,2010-07-05,2,JEEP,TOYOTA,Car Classic,0
723,ID_27TXJNQ,2010-06-28,2011-06-27,Female,46.0,2010-06-28,1,JEEP,Range Rover,Customized Motor,0
726,ID_28I651U,2010-01-30,2011-01-29,Male,27.0,2010-01-30,1,Saloon,Kia,CarSafe,0
728,ID_28MEXRG,2010-02-19,2011-02-18,Female,41.0,2010-02-19,1,Saloon,TOYOTA,Car Classic,0
729,ID_28VH6AT,2010-05-16,2011-05-15,Male,32.0,2010-05-16,1,Saloon,TOYOTA,CarSafe,0
730,ID_290FHQS,2010-05-23,2011-05-22,Male,50.0,2010-05-23,1,Saloon,TOYOTA,CarSafe,0
731,ID_293XN3G,2010-02-26,2011-02-25,Female,35.0,2010-02-26,2,Saloon,Honda,CarSafe,0
732,ID_294AR5W,2010-12-14,2011-12-13,Male,47.0,2010-12-14,1,Saloon,Nissan,CarSafe,0
735,ID_29A33DB,2010-04-16,2011-04-15,Male,59.0,2010-04-16,2,Pick Up,Honda,Customized Motor,0
736,ID_29CPSZQ,2010-03-01,2011-03-01,Male,37.0,2010-03-01,1,Saloon,Honda,Car Classic,0
738,ID_29UJFZE,2010-04-26,2011-04-25,Male,43.0,2010-04-26,1,Saloon,Honda,CarSafe,0
739,ID_2AK3YJ3,2010-07-12,2011-07-11,Male,36.0,2010-07-12,2,JEEP,Mercedes,Car Classic,0
740,ID_2AMSVDM,2010-01-01,2010-12-31,Male,20.0,2010-01-01,1,Saloon,TOYOTA,Car Classic,0
741,ID_2APCKQN,2010-06-17,2011-06-16,Male,58.0,2010-06-17,1,Saloon,TOYOTA,Car Classic,0
742,ID_2APSL2N,2010-04-08,2011-04-07,Male,39.0,2010-04-08,1,Saloon,Honda,CarSafe,0
