,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,Mirage
911,ID_2SVHNS2,2010-07-16,2011-07-15,Male,28.0,2010-07-16,2,Saloon,Black,TOYOTA,Lekki,Lagos,Car Plus,1,1
912,ID_2SWIGKH,2007-03-04,2037-08-03,Male,37.0,2007-03-04,1,Saloon,Gold,TOYOTA,Bekwara,Benue,CarSafe,0,0
916,ID_2TN8JI2,2010-03-27,2011-03-26,Female,29.0,2010-03-27,1,Saloon,Blue,TOYOTA,Lekki,Lagos,Car Classic,1,0
918,ID_2TQS6E8,2010-07-25,2011-07-15,Male,48.0,2010-07-25,2,Truck,Blue,Mack,Alimosho,Lagos,CVTP,0,0
927,ID_2UQQB28,2010-12-29,2011-12-28,Male,48.0,2010-12-29,1,JEEP,Black,Range Rover,Oguta,Imo,Customized Motor,0,1
928,ID_2UR0A1V,2010-03-21,2011-03-20,Female,37.0,2010-03-21,1,Saloon,Black,TOYOTA,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0,1
934,ID_2VKC7RK,2010-06-20,2011-01-11,Male,33.0,2010-06-20,1,Saloon,Ash,TOYOTA,Ikeja,Lagos,Car Classic,1,0
935,ID_2VRM30S,2010-01-18,2011-01-17,Female,56.0,2010-01-18,1,Saloon,Black,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
942,ID_2W7AX2D,2010-02-10,2011-02-09,Joint Gender,64.0,2010-02-10,2,Saloon,Black,Honda,Ikeja,Lagos,Car Classic,0,1
954,ID_2XSRQKE,2010-02-27,2011-02-26,Male,40.0,2010-02-27,1,Saloon,Silver,Mercedes,Bwari,Benue,Car Classic,0,0
955,ID_2XWOISY,2010-12-30,2011-06-29,Male,36.0,2010-12-30,1,JEEP,Blue,Lexus,Eti-Osa,Eti-Osa,Car Classic,0,0
957,ID_2YKGBYO,2010-06-13,2011-06-12,Male,55.0,2010-06-13,1,Truck,White,Mack,Egbeda,Benue,CVTP,0,1
963,ID_2Z0MRCL,2010-10-14,2011-08-22,Male,78.0,2010-10-14,2,JEEP,Black,Hyundai,Epe,Lagos,Car Classic,0,1
973,ID_30QC56U,2010-08-23,2011-07-31,Female,26.0,2010-08-23,1,Saloon,Brown,Peugeot,Ikeja,Lagos,Car Classic,0,0
978,ID_30ZJPKM,2010-05-27,2011-05-26,Male,37.0,2010-05-27,1,Saloon,White,Mercedes,Victoria Island,Lagos,Car Classic,0,1
981,ID_314CQGD,2010-04-08,2011-04-07,Male,45.0,2010-04-08,1,Saloon,Black,Hyundai,Obia/Akpor,Obia-Akpor,Car Plus,0,1
985,ID_31C21H5,2010-01-08,2011-01-07,Male,40.0,2010-01-08,1,Saloon,Black,TOYOTA,Osogbo,Osun,Car Classic,0,1
993,ID_31ZUBVK,2010-04-03,2011-04-02,Male,64.0,2010-04-03,2,Saloon,Green,TOYOTA,Idanre,Benue,Car Classic,0,0
1001,ID_32RJKC5,2010-06-06,2011-06-05,Male,42.0,2010-06-06,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,0,1
1006,ID_33GXJWV,2010-08-02,2011-08-01,Male,38.0,2010-08-02,2,Saloon,Blue,TOYOTA,Ajah,Lagos,Car Classic,0,0
1025,ID_36CH990,2010-09-27,2011-06-13,Male,40.0,2010-09-27,1,Saloon,Green,TOYOTA,Ibadan South West,Ibadan-West,Car Classic,0,0
1027,ID_36E26TX,2010-05-14,2011-05-13,Male,41.0,2010-05-14,1,JEEP,Gold,TOYOTA,Alimosho,Lagos,Car Classic,0,0
1042,ID_382U9F1,2010-12-09,2011-12-08,Female,37.0,2010-12-09,1,JEEP,Gold,ACURA,Ikeja,Lagos,Car Classic,0,0
1050,ID_38PFYH3,2010-10-03,2011-10-02,Female,42.0,2010-10-03,2,JEEP,Black,Kia,Victoria Island,Lagos,Car Classic,0,1
1054,ID_39L9D4B,2010-02-20,2011-02-19,Female,67.0,2010-02-20,1,Saloon,Black,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
1057,ID_39R912D,2010-11-01,2011-02-11,Male,38.0,2010-11-01,2,JEEP,White,TOYOTA,Ikeja,Lagos,Car Classic,1,1
1065,ID_3B2RVTC,2010-01-19,2011-01-18,Male,39.0,2010-01-19,2,Saloon,Dark Grey,TOYOTA,Yaba,Benue,Car Classic,0,0
1069,ID_3BDM8BR,2010-06-03,2011-05-25,Female,40.0,2010-06-03,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,1,0
1072,ID_3BUZWFU,2010-02-26,2011-02-25,Female,37.0,2010-02-26,1,Bus,Blue,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,0
1083,ID_3CQ5JD6,2010-07-26,2011-07-07,Female,53.0,2010-07-26,3,JEEP,Green,TOYOTA,Ikoyi,Lagos,Car Classic,0,0
1087,ID_3DB4063,2010-11-15,2011-11-19,Male,31.0,2010-11-15,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,1,1
1102,ID_3EJAV7O,2010-08-30,2011-08-29,Female,66.0,2010-08-30,3,Bus,Red,TOYOTA,Ikeja,Lagos,Car Classic,0,0
1107,ID_3FBAA6M,2010-10-25,2011-10-23,Female,35.0,2010-10-25,1,JEEP,Grey,TOYOTA,Kano Municipal,Kano-Municipal,Car Classic,0,1
1111,ID_3FHENZC,2010-06-07,2011-06-06,Female,57.0,2010-06-07,1,JEEP,Black,Nissan,Lagos Island,Lagos,Car Classic,0,1
1112,ID_3FJRT90,2010-10-24,2011-10-23,Female,49.0,2010-10-24,1,JEEP,Black,TOYOTA,Ifo,Benue,Car Classic,0,1
1127,ID_3H5FSTB,2010-03-25,2011-03-21,Male,58.0,2010-03-25,1,Saloon,Silver,TOYOTA,Lekki,Lagos,Car Classic,0,0
1134,ID_3I1TWTF,2010-05-22,2011-05-21,Male,32.0,2010-05-22,1,Saloon,Red,TOYOTA,OGBA,Benue,Car Classic,0,0
1149,ID_3JDU2UR,2010-08-19,2011-08-18,Female,53.0,2010-08-19,1,JEEP,Black,Ford,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
1152,ID_3JWD0YS,2010-01-11,2011-01-10,Male,38.0,2010-01-11,1,Saloon,Black,Honda,Lagos Mainland,Lagos,Car Classic,1,1
1158,ID_3KEOPZN,2010-10-24,2011-10-23,Male,48.0,2010-10-24,2,Saloon,Blue,TOYOTA,Surulere,Lagos,Car Classic,1,0
1159,ID_3KHGBJW,2010-12-12,2011-12-11,Male,42.0,2010-12-12,1,Saloon,Black,Volkswagen,Surulere,Lagos,Car Classic,0,1
1161,ID_3KR36PL,2010-11-07,2011-11-06,Male,43.0,2010-11-07,1,JEEP,Black,Volkswagen,Eti-Osa,Eti-Osa,Car Classic,0,1
1164,ID_3L5O75Z,2010-02-16,2011-02-15,Female,64.0,2010-02-16,2,JEEP,Brown,Ford,Port Harcourt,Rivers,Car Plus,0,0
1167,ID_3LCJUS2,2010-02-04,2011-02-03,Female,25.0,2010-02-04,1,Saloon,Grey,TOYOTA,Ajah,Lagos,Car Classic,1,1
1171,ID_3LP42GM,2010-01-21,2011-01-20,Male,43.0,2010-01-21,2,JEEP,White,TOYOTA,Ikeja,Lagos,Car Plus,0,1
1182,ID_3MVPRL7,2010-01-05,2011-01-04,Female,44.0,2010-01-05,2,JEEP,Black,Ford,Abuja Municipal,Abuja-Municipal,Car Classic,1,1
1192,ID_3OCZBVT,2010-12-06,2011-12-05,Female,66.0,2010-12-06,2,Saloon,Black,TOYOTA,Ilorin West,Ilorin-West,Car Classic,0,1
1194,ID_3OEQCH8,2010-12-10,2011-12-09,Male,44.0,2010-12-10,2,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
1198,ID_3OMR03Y,2010-08-07,2011-08-06,Female,35.0,2010-08-07,1,Saloon,Black,Mercedes,Ajah,Lagos,Car Classic,0,1
1199,ID_3OOFTZ8,2010-09-20,2011-09-19,Male,37.0,2010-09-20,1,JEEP,Gold,TOYOTA,Ikeja,Lagos,Car Classic,0,0
1200,ID_3OZH03R,2010-10-15,2011-10-14,Male,48.0,2010-10-15,1,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,1
1206,ID_3P8WLFG,2010-06-14,2011-06-13,Male,45.0,2010-06-14,3,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1,1
1214,ID_3POLFSE,2010-11-02,2011-06-01,Male,40.0,2010-11-02,1,Saloon,Black,Honda,Lagos Island,Lagos,Car Classic,0,1
1232,ID_3R83R1V,2010-03-22,2011-03-21,Female,43.0,2010-03-22,3,JEEP,Black,Honda,Katcha,Benue,Car Classic,1,1
1236,ID_3RADK7P,2010-05-23,2011-05-22,Male,34.0,2010-05-23,2,JEEP,Black,TOYOTA,Warri Central,Warri-Central,Car Classic,1,1
1239,ID_3RKXSRC,2010-12-11,2011-12-10,Male,43.0,2010-12-11,1,Saloon,Black,Honda,Surulere,Lagos,Car Classic,1,1
1242,ID_3S5WX4B,2010-06-26,2011-06-25,Female,31.0,2010-06-26,1,Saloon,Grey,TOYOTA,OGBA,Benue,Car Classic,0,1
1245,ID_3SA6ZP7,2010-12-27,2011-04-19,Male,43.0,2010-12-27,1,Saloon,Grey,TOYOTA,GBAGADA,Benue,Car Classic,1,1
1246,ID_3SE763H,2010-09-03,2011-09-02,Male,37.0,2010-09-03,4,Saloon,Blue,TOYOTA,Isolo,Benue,Car Classic,0,0
1250,ID_3SR01YI,2010-05-23,2011-05-21,Female,45.0,2010-05-23,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,1
1253,ID_3THA8PW,2010-11-13,2011-11-12,Female,38.0,2010-11-13,1,Saloon,Blue,TOYOTA,Yaba,Benue,Car Classic,0,0
1259,ID_3U5N5DZ,2010-11-25,2011-11-24,Male,46.0,2010-11-25,1,JEEP,Red,ACURA,Abuja Municipal,Abuja-Municipal,Car Classic,0,0
1266,ID_3V944T3,2010-02-27,2011-02-26,Male,33.0,2010-02-27,2,JEEP,White,Lexus,ISHERI,Benue,Car Classic,0,1
1273,ID_3VWBOTL,2010-04-10,2011-04-09,Male,41.0,2010-04-10,1,Saloon,Wine,TOYOTA,Ikeja,Lagos,Car Classic,0,0
1276,ID_3W3MVBQ,2010-05-13,2011-05-12,Male,42.0,2010-05-13,1,Saloon,Silver,TOYOTA,GBAGADA,Benue,Car Classic,0,0
1280,ID_3WCZUB0,2010-07-16,2011-07-14,Male,38.0,2010-07-16,1,JEEP,White,Ford,Eti-Osa,Eti-Osa,Car Classic,0,1
1281,ID_3WDR2F8,2010-02-06,2011-02-05,Female,32.0,2010-02-06,1,Saloon,Grey,TOYOTA,Ajah,Lagos,Car Classic,1,1
1284,ID_3WNBN7X,2010-09-25,2011-09-24,Female,34.0,2010-09-25,1,Saloon,Black,Honda,Ikeja,Lagos,Car Classic,0,1
1285,ID_3WPAQ7G,2010-04-10,2011-04-09,Female,37.0,2010-04-10,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,1
1289,ID_3X9FBFY,2010-10-03,2011-08-01,Female,41.0,2010-10-03,1,JEEP,Black,TOYOTA,OGUN,Ogun,Car Classic,0,1
1293,ID_3XGE1JN,2010-01-31,2011-01-30,Female,48.0,2010-01-31,1,JEEP,Black,Hyundai,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
1296,ID_3XN16VO,2010-09-03,2011-09-02,Male,42.0,2010-09-03,1,JEEP,Black,Ford,Lagos Mainland,Lagos,Car Classic,1,1
1297,ID_3XO3M7I,2010-01-11,2011-01-10,Male,34.0,2010-01-11,1,JEEP,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0,0
1301,ID_3XZQP33,2010-02-15,2011-02-14,Male,41.0,2010-02-15,2,Saloon,Wine,TOYOTA,Oshodi,Lagos,Car Classic,0,0
1307,ID_3YJX8LG,2010-12-27,2011-06-26,Male,36.0,2010-12-27,1,JEEP,Silver,Lexus,Lagos Mainland,Lagos,Car Classic,0,0
1309,ID_3YW7I4D,2010-01-22,2011-01-21,Male,89.0,2010-01-22,1,Saloon,Blue,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,0
1310,ID_3YWT8BH,2010-08-22,2011-08-21,Male,56.0,2010-08-22,1,Saloon,Gold,TOYOTA,Anthony Village,Lagos,Car Classic,0,0
1311,ID_3Z3O4YT,2010-03-15,2011-03-14,Female,36.0,2010-03-15,1,JEEP,Black,ACURA,Lekki,Lagos,Car Classic,0,1
1318,ID_401TCKE,2010-04-17,2011-04-15,Male,59.0,2010-04-17,2,JEEP,Black,Nissan,Oyo,Oyo,Customized Motor,0,1
1329,ID_41VSN9A,2010-04-10,2011-04-09,Female,34.0,2010-04-10,1,Saloon,Black,TOYOTA,AKUTE,Benue,Car Classic,0,1
1337,ID_43AT7YQ,2010-03-06,2011-03-05,Female,59.0,2010-03-06,1,Saloon,Black,TOYOTA,Yaba,Benue,Car Classic,0,1
1354,ID_44DYJ4U,2010-07-31,2011-07-30,Female,56.0,2010-07-31,1,Saloon,Black,Nissan,Ipaja,Lagos,Car Classic,0,1
1362,ID_45FHUOR,2010-01-29,2011-01-28,Male,53.0,2010-01-29,3,JEEP,Black,Mitsubishi,Lagos Island,Lagos,Car Classic,0,1
1365,ID_45NJSM8,2010-07-16,2011-07-15,Female,42.0,2010-07-16,1,Saloon,Blue,TOYOTA,Surulere,Lagos,Car Classic,0,0
1367,ID_45RKQBI,2010-06-05,2011-05-26,Female,56.0,2010-06-05,3,JEEP,Green,Range Rover,Ikoyi,Lagos,Customized Motor,0,0
1372,ID_46JIH3Y,2010-04-29,2011-04-28,Female,49.0,2010-04-29,1,Saloon,Black,TOYOTA,Kaduna North,Kaduna-North,Car Classic,1,1
1374,ID_46KXQVP,2010-03-27,2011-03-26,Female,32.0,2010-03-27,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,1,1
1376,ID_4735B2N,2010-10-31,2011-03-01,Female,38.0,2010-10-31,3,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,1,1
1384,ID_4833K0H,2010-01-02,2011-01-01,Male,64.0,2010-01-02,1,Saloon,Silver,Hyundai,Yaba,Benue,Car Classic,0,0
1391,ID_48THNIJ,2010-02-26,2011-02-25,Male,27.0,2010-02-26,1,Saloon,Blue,Honda,MAGODO,Benue,Car Classic,0,0
1394,ID_49CZH8U,2010-10-22,2011-10-21,Male,46.0,2010-10-22,1,Saloon,Black,Ford,Kaduna,Kaduna,Car Classic,0,1
1396,ID_49UXBG7,2010-09-10,2011-09-09,Female,53.0,2010-09-10,1,Saloon,Grey,TOYOTA,Olorunsogo,Benue,Car Classic,0,1
1408,ID_4BKYR2D,2010-03-13,2011-03-12,Male,72.0,2010-03-13,1,Saloon,Green,Nissan,Ibadan North West,Ibadan-West,Customized Motor,0,0
1411,ID_4BOLTMD,2010-04-10,2011-04-09,Male,48.0,2010-04-10,1,JEEP,Gold,TOYOTA,OGUN,Ogun,Car Classic,0,0
1412,ID_4BOWTNC,2010-01-04,2011-01-03,Female,27.0,2010-01-04,1,Saloon,Silver,TOYOTA,OJOTA,Benue,Car Classic,0,0
1424,ID_4CTPYA8,2010-11-23,2011-11-22,Female,58.0,2010-11-23,2,Saloon,Grey,TOYOTA,Lagos Island,Lagos,Car Classic,0,1
1425,ID_4CVF9UG,2010-03-28,2011-03-27,Male,41.0,2010-03-28,1,Saloon,Grey,Lexus,Ikorodu,Lagos,Car Classic,1,1
1432,ID_4DEAW41,2010-09-13,2011-09-12,Male,37.0,2010-09-13,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0,1
1433,ID_4DH1OWA,2010-07-11,2011-06-11,Male,36.0,2010-07-11,1,Saloon,Blue,Honda,Lekki,Lagos,Car Classic,0,0
1442,ID_4EKZPSF,2010-02-04,2011-02-03,Female,64.0,2010-02-04,1,JEEP,Blue,Honda,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,0
1453,ID_4FS3VHM,2010-10-31,2011-10-30,Female,32.0,2010-10-31,1,Saloon,Silver,Hyundai,Ikeja,Lagos,Car Classic,0,0
1454,ID_4FSZG5Y,2010-10-30,2011-10-29,Male,46.0,2010-10-30,2,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,1,0
1455,ID_4FZ3VAP,2010-04-01,2011-03-31,Female,34.0,2010-04-01,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
1462,ID_4GMT4D1,2010-02-18,2011-01-14,Male,40.0,2010-02-18,1,Saloon,Black,TOYOTA,Shagamu,Ogun,Car Classic,0,1
1466,ID_4H7L0MM,2010-10-21,2011-10-20,Male,40.0,2010-10-21,1,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,1
1476,ID_4J45KN3,2010-02-11,2011-02-10,Male,35.0,2010-02-11,1,Saloon,Silver,TOYOTA,Abeokuta,Ogun,Car Classic,0,0
1478,ID_4JBE8ZR,2010-06-17,2011-06-16,Male,64.0,2010-06-17,1,Saloon,Black,TOYOTA,Ife Central,Ife-Central,Car Classic,0,1
1479,ID_4JCN3L7,2010-05-31,2011-05-30,Female,53.0,2010-05-31,1,Saloon,Black,Honda,Olorunsogo,Benue,Car Classic,1,1
1483,ID_4JKPSXL,2010-01-21,2011-01-20,Female,35.0,2010-01-21,1,Saloon,Gold,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,1,0
1493,ID_4KA6VAZ,2010-02-20,2011-02-19,Male,46.0,2010-02-20,1,JEEP,Black,ACURA,Eti-Osa,Eti-Osa,Car Classic,0,1
1494,ID_4KDYIVH,2010-02-02,2011-02-01,Male,69.0,2010-02-02,3,Saloon,Black,Honda,Eti-Osa,Eti-Osa,CarSafe,0,1
1502,ID_4KZ4SBF,2010-05-08,2011-05-05,Female,45.0,2010-05-08,2,Saloon,Black,Skoda,Eti-Osa,Eti-Osa,Car Classic,0,1
1505,ID_4L2M86Y,2010-04-12,2011-04-11,Female,33.0,2010-04-12,1,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0,1
1507,ID_4LIUCKO,2010-12-10,2011-12-09,Male,32.0,2010-12-10,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
1513,ID_4M8QYZ3,2010-02-01,2011-01-31,Male,84.0,2010-02-01,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,1
1514,ID_4MCYXJ0,2010-03-12,2011-03-11,Female,42.0,2010-03-12,2,Saloon,Black,TOYOTA,Maryland,Lagos,Car Classic,0,1
1517,ID_4MQNP4G,2010-07-12,2011-07-10,Male,45.0,2010-07-12,2,Saloon,Green,TOYOTA,Ebute-Metta,Lagos,Car Classic,0,0
1525,ID_4N7B57N,2010-01-19,2011-01-18,Female,40.0,2010-01-19,1,JEEP,Red,TOYOTA,Lagos Island,Lagos,Car Classic,0,0
1528,ID_4NDBMB4,2010-02-26,2011-02-25,Male,70.0,2010-02-26,2,Saloon,Grey,TOYOTA,OGBA,Lagos,Car Classic,0,1
1531,ID_4NSZYFC,2010-06-21,2011-06-20,Male,37.0,2010-06-21,2,Saloon,Silver,TOYOTA,Abuja,Abuja,Car Classic,0,0
1539,ID_4OFCO0N,2010-01-07,2011-01-06,Male,47.0,2010-01-07,1,JEEP,Brown,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
1541,ID_4OPBJ6T,2010-01-23,2011-01-22,Male,20.0,2010-01-23,2,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Customized Motor,0,0
1550,ID_4PVS09F,2010-01-08,2011-01-07,Male,43.0,2010-01-08,1,Saloon,Black,Lexus,Lagos Island,Lagos,Car Plus,1,1
1552,ID_4Q14WYF,2010-12-20,2011-12-18,Male,62.0,2010-12-20,1,JEEP,Black,Jeep,Lagos Mainland,Lagos,Car Classic,0,1
1567,ID_4RMLNE8,2010-10-10,2011-10-09,Male,50.0,2010-10-10,1,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,1
1570,ID_4RT856R,2010-01-14,2011-01-13,Male,44.0,2010-01-14,3,JEEP,Black,Hyundai,Nsit Ubium,Nsit-Ubium,Car Classic,0,1
1571,ID_4RYPCCX,2010-02-06,2011-02-05,Male,36.0,2010-02-06,1,JEEP,Black,TOYOTA,Bonny,Benue,Car Classic,0,1
1572,ID_4S0IOTE,2010-01-24,2011-01-23,Male,49.0,2010-01-24,1,Saloon,Silver,TOYOTA,Lekki,Lagos,Car Classic,0,0
1574,ID_4S1VB1L,2010-03-25,2011-03-24,Male,38.0,2010-03-25,1,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,1
1579,ID_4SRT81J,2010-11-06,2011-08-06,Male,52.0,2010-11-06,3,Saloon,Black,TOYOTA,Apapa,Lagos,Car Classic,0,1
1584,ID_4TKS9WF,2010-03-28,2011-03-27,Female,56.0,2010-03-28,3,JEEP,Black,Mitsubishi,Ikoyi,Lagos,Customized Motor,0,1
1585,ID_4TPHV6K,2010-09-03,2011-09-02,Male,45.0,2010-09-03,2,JEEP,Black,Land Rover,Eti-Osa,Eti-Osa,Customized Motor,0,1
1592,ID_4U5WCL3,2010-03-21,2011-03-03,Female,36.0,2010-03-21,1,Saloon,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,0
1593,ID_4U77288,2010-01-03,2011-01-02,Male,35.0,2010-01-03,1,Saloon,White,TOYOTA,Mushin,Lagos,Car Classic,1,1
1599,ID_4VA3HWV,2010-02-18,2011-02-17,Male,37.0,2010-02-18,1,Saloon,Blue,Honda,Abuja,Abuja,Car Classic,0,0
1606,ID_4VPHMUS,2010-04-15,2011-02-21,Male,44.0,2010-04-15,1,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Car Classic,0,1
1608,ID_4VVRRXB,2010-08-10,2011-08-09,Male,48.0,2010-08-10,1,JEEP,Ash,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
1613,ID_4WL1ZTN,2010-09-04,2011-09-03,Male,50.0,2010-09-04,2,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
1614,ID_4WOCN4I,2010-04-06,2011-04-05,Male,75.0,2010-04-06,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,1
1615,ID_4WPAHP8,2010-01-21,2011-01-20,Male,39.0,2010-01-21,1,Saloon,Grey,Honda,Abuja,Abuja,Car Classic,1,1
1626,ID_4XW2MAI,2010-12-03,2011-12-02,Male,45.0,2010-12-03,2,Saloon,Silver,Kia,Eti-Osa,Eti-Osa,Customized Motor,0,0
1635,ID_4ZOBNZI,2010-04-10,2011-04-09,Male,38.0,2010-04-10,2,Saloon,Black,TOYOTA,Essien Udim,Essien-Udim,Car Plus,0,1
1636,ID_4ZOPVAA,2010-10-28,2011-10-27,Female,42.0,2010-10-28,1,JEEP,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0,1
1637,ID_4ZOWQHY,2010-03-21,2011-03-20,Male,41.0,2010-03-21,1,Saloon,Ash,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,1,0
1639,ID_500MC6F,2010-07-26,2011-07-25,Female,38.0,2010-07-26,1,Saloon,Black,Nissan,Ibadan North West,Ibadan-West,Car Classic,0,1
1643,ID_50EPBEY,2010-12-04,2011-12-03,Male,76.0,2010-12-04,1,JEEP,Black,TOYOTA,Owerri West ,Owerri-West,Car Classic,0,1
1644,ID_50JO1FP,2010-03-22,2011-03-21,Male,39.0,2010-03-22,1,Saloon,Black,TOYOTA,Abuja,Abuja,Car Classic,0,1
1648,ID_51CKZR3,2010-06-13,2011-06-12,Male,55.0,2010-06-13,1,Truck,White,Mack,Egbeda,Benue,CVTP,1,1
1668,ID_53GNV5F,2010-04-24,2011-04-23,Female,34.0,2010-04-24,1,Saloon,Green,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Plus,1,0
1680,ID_54R6Q4Y,2010-10-08,2011-02-24,Male,51.0,2010-10-08,4,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0,1
1681,ID_54RUHXP,2010-07-04,2011-07-03,Female,39.0,2010-07-04,1,JEEP,Black,TOYOTA,Isolo,Benue,Car Classic,0,1
1683,ID_54W4MPS,2010-08-06,2011-08-05,Male,39.0,2010-08-06,1,Truck,White & Red,Iveco,Victoria Island,Lagos,CVTP,0,0
1684,ID_54WC0UF,2010-09-27,2011-09-26,Male,42.0,2010-09-27,1,JEEP,Black,Land Rover,Ibadan South West,Ibadan-West,Car Classic,0,1
1695,ID_560BBCZ,2010-02-26,2011-02-25,Male,42.0,2010-02-26,1,Saloon,Gold,Lexus,Surulere,Lagos,Car Classic,0,0
1697,ID_56B12YY,2010-03-15,2011-03-14,Male,41.0,2010-03-15,1,Saloon,Green,TOYOTA,GBAGADA,Benue,Car Classic,0,0
1698,ID_56CON5O,2010-04-15,2011-04-14,Male,59.0,2010-04-15,1,Saloon,Red,Hyundai,Apapa,Lagos,Car Classic,0,0
1717,ID_58Q9BF0,2010-12-19,2011-12-18,Female,60.0,2010-12-19,3,JEEP,Black,TOYOTA,Ogbmosho South,Ogbmosho-South,Car Classic,0,1
1724,ID_59R3NK1,2010-03-27,2011-03-26,Male,31.0,2010-03-27,2,Saloon,Black,Kia,Biase,Benue,Car Classic,0,1
1742,ID_5C0PEF6,2010-08-03,2011-08-02,Male,39.0,2010-08-03,1,JEEP,Black,ACURA,Ikeja,Lagos,Car Classic,0,1
1750,ID_5CMCDZ0,2010-05-15,2011-05-14,Male,68.0,2010-05-15,1,JEEP,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
1760,ID_5DDNJVL,2010-12-23,2011-02-21,Male,20.0,2010-12-23,4,JEEP,Black,Honda,Victoria Island,Lagos,Customized Motor,0,1
1769,ID_5EF22D4,2010-07-08,2011-04-07,Male,38.0,2010-07-08,1,Saloon,Black,TOYOTA,Epe,Lagos,Car Classic,0,1
1778,ID_5FFERIM,2010-01-22,2011-01-21,Female,57.0,2010-01-22,2,JEEP,Green,Hyundai,Apapa,Lagos,Car Plus,0,0
1786,ID_5GMNMD7,2010-02-20,2011-02-19,Male,41.0,2010-02-20,1,Saloon,Grey,TOYOTA,Isolo,Benue,Car Classic,0,1
1787,ID_5GNQB7R,2010-05-06,2011-05-05,Female,42.0,2010-05-06,1,Saloon,Black,Kia,Central,Benue,Customized Motor,0,1
1793,ID_5H4YKR6,2010-04-15,2011-04-14,Male,73.0,2010-04-15,1,JEEP,Black,TOYOTA,Agege,Lagos,Car Classic,0,1
1795,ID_5HC5EHH,2010-05-31,2011-05-30,Female,33.0,2010-05-31,1,Saloon,Red,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1,0
1809,ID_5ILFNUE,2010-05-08,2011-05-07,Female,34.0,2010-05-08,1,Saloon,Black,Honda,Port-Harcourt,Port-Harcourt,Car Classic,0,1
1818,ID_5JQEXIU,2010-04-30,2011-04-29,Male,35.0,2010-04-30,1,Saloon,Gold,Lexus,Asaba,Delta,Car Classic,0,0
1819,ID_5JUKV8L,2010-01-29,2011-01-28,Female,42.0,2010-01-29,1,Saloon,Brown,Kia,Lagos Island,Lagos,Car Classic,0,0
1828,ID_5KT56U5,2010-03-21,2011-03-03,Female,36.0,2010-03-21,1,Saloon,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,1,0
1831,ID_5LBPD6P,2010-05-25,2011-05-24,Male,30.0,2010-05-25,1,Saloon,Wine,Honda,Ikeja,Lagos,Car Classic,0,0
